Trip_ID,Travel_Date,Year,Month,Season,Origin_Country,Destination_Country,Traveler_Age_Group,Traveler_Gender,Group_Type,Group_Size,Travel_Purpose,Travel_Mode,Duration_Days,Accommodation_Type,Booking_Channel,Visa_Type,Travel_Insurance,Climate_Preference,Primary_Attraction,Total_Spend_USD,Flight_Cost_USD,Accommodation_Cost_USD,Food_Cost_USD,Activities_Cost_USD,Payment_Method,Advance_Booking_Days,Repeat_Visitor,Used_Travel_App,Rating_Out_Of_5,Satisfaction_Level,Would_Recommend,Number_Of_Attractions_Visited,Local_Transport_Used,Sustainable_Tourism_Choice
TRP106198,18-09-2022,2022,9,Autumn,Australia,Portugal,35-44,Male,Friends Group,9,Adventure,Train,12,Airbnb/Vacation Rental,Direct Hotel,E-Visa,No,Temperate,Wildlife/Safari,3536.23,1397.25,1375.85,709.21,53.92,Cash,40,No,No,5,Very Satisfied,Yes,4,Yes,No
TRP106199,18-03-2023,2023,3,Spring,Thailand,Greece,45-54,Male,Business Group,8,Cultural,Flight,28,3-Star Hotel,Mobile App,Visa on Arrival,No,Arctic/Cold,Art & Museums,19799.52,5052.39,5630.21,4026.42,5090.5,Credit Card,109,No,No,5,Very Satisfied,Yes,1,No,Yes
TRP106200,11-06-2020,2020,6,Summer,Germany,Iceland,55-64,Female,Couple,9,Religious,Cruise,22,Resort,Tour Operator,E-Visa,Yes,Temperate,Cities/Urban,3549.92,1267.23,1377.11,810.08,95.5,Credit Card,123,No,Yes,5,Very Satisfied,Yes,7,Yes,Yes
TRP106201,26-03-2024,2024,3,Spring,Sweden,New Zealand,25-34,Female,Solo,1,Business,Flight,20,Boutique Hotel,Direct Hotel,Visa on Arrival,Yes,Desert,Beaches,10777.43,3395.83,4176.29,2577.22,628.09,Credit Card,95,No,No,2,Dissatisfied,No,6,Yes,Yes
TRP106202,30-08-2020,2020,8,Summer,Norway,Morocco,55-64,Female,Solo,12,Medical,Train,23,Hostel,Direct Hotel,E-Visa,No,Mountainous,Wildlife/Safari,7100.63,2320.71,1766.33,1277.64,1735.95,Credit Card,87,No,No,5,Very Satisfied,Yes,9,Yes,No
TRP106203,07-09-2022,2022,9,Autumn,UAE,Canada,45-54,Female,Business Group,11,Medical,Ferry,12,5-Star Hotel,Tour Operator,E-Visa,No,Mediterranean,Theme Parks,5035.54,1521.55,1503.13,561.11,1449.75,Bank Transfer,220,No,Yes,4,Satisfied,No,3,Yes,Yes
TRP106204,18-05-2021,2021,5,Spring,Canada,Morocco,18-24,Male,Business Group,12,Adventure,Cruise,29,Boutique Hotel,Travel Agent,Business Visa,Yes,Tropical,Historical Sites,11488.14,4474.49,2838.23,1851.45,2323.97,Cash,296,Yes,Yes,4,Satisfied,Yes,13,Yes,No
TRP106205,10-08-2021,2021,8,Summer,Mexico,Thailand,45-54,Male,Friends Group,6,Leisure,Road Trip,17,Camping,Tour Operator,Visa Free,No,Temperate,Wellness/Spa,2600.15,1030.14,858.58,441.23,270.2,Bank Transfer,245,No,Yes,2,Dissatisfied,No,9,Yes,No
TRP106206,26-11-2021,2021,11,Autumn,United States,Turkey,18-24,Female,Business Group,6,Eco-Tourism,Train,22,3-Star Hotel,Online Travel Agency,Tourist Visa,No,Mediterranean,Beaches,4356.57,900.18,883.42,941.13,1631.84,Bank Transfer,45,No,No,5,Very Satisfied,Yes,13,Yes,Yes
TRP106207,07-01-2024,2024,1,Winter,Thailand,Greece,35-44,Male,Couple,11,Cultural,Flight,4,3-Star Hotel,Mobile App,Business Visa,Yes,Desert,Wellness/Spa,2425.92,740.64,835.74,260.23,589.31,Bank Transfer,280,Yes,Yes,5,Very Satisfied,Yes,4,Yes,Yes
TRP106208,07-12-2021,2021,12,Winter,Spain,Switzerland,25-34,Male,Business Group,6,Business,Cruise,23,Camping,Travel Agent,E-Visa,Yes,Tropical,Mountains/Trekking,4182.71,887.84,1080.8,648.04,1566.03,Cryptocurrency,271,Yes,No,5,Very Satisfied,Yes,5,Yes,No
TRP106209,22-12-2024,2024,12,Winter,South Korea,Canada,55-64,Female,Business Group,10,Business,Road Trip,7,Hostel,Online Travel Agency,Business Visa,Yes,Temperate,Cities/Urban,4510.6,1066.58,1034.6,811.65,1597.77,Debit Card,209,No,Yes,2,Dissatisfied,Yes,4,Yes,Yes
TRP106210,03-04-2019,2019,4,Spring,Thailand,Croatia,35-44,Male,Family,3,Leisure,Cruise,15,Camping,Airline Website,Tourist Visa,Yes,Mountainous,Mountains/Trekking,7918.2,1913.47,2419.08,1291.86,2293.79,Cryptocurrency,87,No,No,5,Very Satisfied,Yes,10,No,No
TRP106211,24-05-2023,2023,5,Spring,Thailand,Croatia,65+,Male,Family,6,Eco-Tourism,Ferry,25,Airbnb/Vacation Rental,Direct Hotel,Tourist Visa,No,Tropical,Beaches,9772.82,2656.77,3368.99,2136.66,1610.4,Debit Card,213,No,No,4,Satisfied,Yes,1,Yes,No
TRP106212,14-08-2024,2024,8,Summer,Sweden,Canada,45-54,Male,Friends Group,8,Business,Ferry,19,Hostel,Direct Hotel,Business Visa,Yes,Mountainous,Beaches,6843.53,2481.13,2265.2,920.87,1176.33,Cash,185,No,No,4,Satisfied,Yes,15,Yes,Yes
TRP106213,21-05-2023,2023,5,Spring,United States,Iceland,25-34,Female,Family,3,Religious,Road Trip,18,3-Star Hotel,Tour Operator,Tourist Visa,No,Tropical,Cities/Urban,725.76,272.76,263.35,104.54,85.11,Bank Transfer,147,Yes,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP106214,17-05-2021,2021,5,Spring,Thailand,Turkey,55-64,Female,Senior Group,1,Medical,Ferry,5,Hostel,Travel Agent,Tourist Visa,Yes,Arctic/Cold,Historical Sites,903.79,235.48,324.3,217.2,126.81,Credit Card,138,No,Yes,5,Very Satisfied,No,13,No,No
TRP106215,27-10-2019,2019,10,Autumn,Indonesia,Canada,18-24,Female,Friends Group,8,Religious,Train,24,Resort,Mobile App,Tourist Visa,No,Mountainous,Beaches,17998.97,7333.08,4004.5,4342.51,2318.88,Travel Card,70,Yes,Yes,5,Very Satisfied,Yes,8,No,No
TRP106216,14-03-2023,2023,3,Spring,UAE,Turkey,55-64,Female,Senior Group,12,Religious,Flight,16,3-Star Hotel,Airline Website,Business Visa,No,Desert,Art & Museums,1081.78,360.21,426.32,212.49,82.76,Travel Card,282,No,Yes,5,Very Satisfied,Yes,7,Yes,No
TRP106217,08-09-2022,2022,9,Autumn,Turkey,Turkey,45-54,Male,Senior Group,9,Medical,Train,12,Resort,Airline Website,Business Visa,Yes,Mediterranean,Wildlife/Safari,1461.81,336.5,565.19,315.19,244.93,Credit Card,134,No,Yes,4,Satisfied,Yes,14,Yes,No
TRP106218,30-07-2023,2023,7,Summer,China,Australia,35-44,Male,Senior Group,9,Adventure,Cruise,27,4-Star Hotel,Direct Hotel,Tourist Visa,Yes,Tropical,Beaches,23211.21,7400.61,6487.4,5200.48,4122.72,Cryptocurrency,43,Yes,Yes,3,Neutral,No,2,Yes,No
TRP106219,12-03-2024,2024,3,Spring,Australia,Greece,18-24,Female,Couple,4,Business,Road Trip,4,Camping,Mobile App,Tourist Visa,No,Tropical,Beaches,2915.79,823.37,759.43,561.44,771.55,Travel Card,314,No,Yes,5,Very Satisfied,Yes,10,Yes,No
TRP106220,18-11-2023,2023,11,Autumn,Italy,Switzerland,45-54,Female,Solo,6,Educational,Cruise,4,Boutique Hotel,Airline Website,Visa Free,No,Temperate,Theme Parks,389.75,119.09,109.28,95.97,65.41,Debit Card,193,Yes,No,1,Very Dissatisfied,No,15,Yes,No
TRP106221,02-11-2019,2019,11,Autumn,Germany,Italy,35-44,Female,Friends Group,12,Medical,Ferry,17,5-Star Hotel,Direct Hotel,Visa Free,Yes,Arctic/Cold,Wellness/Spa,3715.35,1154.01,956.03,876.84,728.47,Cryptocurrency,84,No,Yes,3,Neutral,No,4,Yes,No
TRP106222,30-01-2024,2024,1,Winter,Netherlands,Greece,45-54,Female,Couple,10,Business,Cruise,6,Hostel,Mobile App,Tourist Visa,No,Mountainous,Food & Cuisine,1068.99,240.65,382.33,113.31,332.7,Credit Card,316,No,Yes,3,Neutral,No,3,Yes,Yes
TRP106223,26-09-2023,2023,9,Autumn,Turkey,Spain,25-34,Male,Couple,3,Adventure,Cruise,22,5-Star Hotel,Online Travel Agency,Visa Free,No,Tropical,Wildlife/Safari,2452.84,735.25,528.4,325.42,863.77,Cash,205,No,No,2,Dissatisfied,Yes,12,Yes,Yes
TRP106224,23-07-2020,2020,7,Summer,Netherlands,Egypt,45-54,Female,Family,8,Leisure,Cruise,30,Boutique Hotel,Mobile App,Business Visa,No,Temperate,Historical Sites,5104.2,1140.8,1307.9,1012.01,1643.49,Cash,313,No,Yes,3,Neutral,Yes,14,No,No
TRP106225,15-03-2023,2023,3,Spring,Turkey,Maldives,18-24,Female,Family,11,Cultural,Flight,11,3-Star Hotel,Online Travel Agency,E-Visa,Yes,Tropical,Art & Museums,6860.1,1525.37,2207.68,1058.02,2069.03,Travel Card,173,No,Yes,2,Dissatisfied,Yes,14,No,No
TRP106226,07-04-2023,2023,4,Spring,Canada,Egypt,45-54,Male,Business Group,2,Business,Cruise,20,Camping,Airline Website,E-Visa,No,Mountainous,Historical Sites,7592.51,3195.57,2965.57,905.54,525.83,Credit Card,142,No,Yes,2,Dissatisfied,No,3,Yes,Yes
TRP106227,29-01-2022,2022,1,Winter,United States,Switzerland,55-64,Male,Solo,12,Eco-Tourism,Road Trip,26,Hostel,Tour Operator,Visa on Arrival,Yes,Mountainous,Wildlife/Safari,5800.86,2319.42,1353.53,849.83,1278.08,Cryptocurrency,21,Yes,Yes,4,Satisfied,No,4,Yes,No
TRP106228,09-01-2020,2020,1,Winter,Indonesia,Canada,18-24,Female,Business Group,11,Adventure,Ferry,5,4-Star Hotel,Airline Website,Tourist Visa,Yes,Mediterranean,Beaches,3170.29,674.82,825.73,363.42,1306.32,Travel Card,188,No,Yes,3,Neutral,No,2,Yes,No
TRP106229,28-12-2023,2023,12,Winter,Russia,Australia,45-54,Female,Friends Group,5,Medical,Flight,30,Boutique Hotel,Direct Hotel,Visa on Arrival,Yes,Tropical,Cities/Urban,24334.33,7411.12,7457.82,4934.21,4531.18,Credit Card,270,No,No,5,Very Satisfied,Yes,8,Yes,Yes
TRP106230,20-09-2024,2024,9,Autumn,Argentina,Egypt,35-44,Female,Business Group,8,Educational,Ferry,30,Hostel,Online Travel Agency,Tourist Visa,No,Mediterranean,Mountains/Trekking,11376.69,2493.78,3671.76,2582.15,2629,Travel Card,123,Yes,Yes,5,Very Satisfied,Yes,7,Yes,Yes
TRP106231,10-10-2023,2023,10,Autumn,South Africa,Switzerland,55-64,Male,Family,12,Educational,Road Trip,20,3-Star Hotel,Tour Operator,Tourist Visa,No,Temperate,Historical Sites,4242.06,1756.52,1096.23,642.5,746.81,Credit Card,29,No,Yes,5,Very Satisfied,Yes,11,Yes,No
TRP106232,04-02-2021,2021,2,Winter,Mexico,Morocco,18-24,Male,Solo,7,Educational,Ferry,12,4-Star Hotel,Travel Agent,Visa on Arrival,No,Mediterranean,Wellness/Spa,4035.02,1725.26,813.57,523.71,972.48,Cash,320,No,Yes,4,Satisfied,Yes,15,Yes,No
TRP106233,31-10-2022,2022,10,Autumn,South Africa,Switzerland,25-34,Female,Friends Group,8,Adventure,Flight,3,Boutique Hotel,Airline Website,E-Visa,Yes,Tropical,Wildlife/Safari,518.29,124.32,116.05,88.48,189.44,Debit Card,310,Yes,No,4,Satisfied,Yes,1,Yes,No
TRP106234,27-12-2020,2020,12,Winter,South Africa,Portugal,65+,Male,Couple,1,Eco-Tourism,Cruise,11,Boutique Hotel,Direct Hotel,Visa on Arrival,No,Tropical,Theme Parks,1895.14,764.8,503.05,302.96,324.33,Cryptocurrency,355,No,No,3,Neutral,Yes,10,Yes,Yes
TRP106235,03-08-2024,2024,8,Summer,Saudi Arabia,France,65+,Male,Couple,4,Adventure,Cruise,30,3-Star Hotel,Airline Website,E-Visa,No,Tropical,Wildlife/Safari,11259.77,3359.41,3284.13,1918.84,2697.39,Cryptocurrency,197,No,Yes,1,Very Dissatisfied,No,14,Yes,Yes
TRP106236,30-11-2022,2022,11,Autumn,Spain,Maldives,18-24,Male,Family,8,Cultural,Cruise,12,Hostel,Direct Hotel,Tourist Visa,No,Mountainous,Art & Museums,8584.7,2989.13,1977.35,1231.86,2386.36,Travel Card,298,No,Yes,3,Neutral,No,11,Yes,No
TRP106237,21-03-2021,2021,3,Spring,UAE,Italy,65+,Male,Family,4,Leisure,Train,26,3-Star Hotel,Travel Agent,Visa on Arrival,No,Temperate,Wellness/Spa,2979.6,1260.67,1149.24,420.24,149.45,Travel Card,153,No,Yes,5,Very Satisfied,Yes,3,Yes,No
TRP106238,27-05-2022,2022,5,Spring,France,Indonesia (Bali),25-34,Non-Binary,Solo,4,Leisure,Cruise,21,Hostel,Online Travel Agency,Visa Free,No,Mediterranean,Historical Sites,5683.5,2197.8,1803.14,1161.34,521.22,Cash,22,No,Yes,2,Dissatisfied,Yes,5,Yes,No
TRP106239,23-08-2024,2024,8,Summer,Netherlands,Mexico,45-54,Female,Business Group,3,Business,Flight,17,4-Star Hotel,Tour Operator,Tourist Visa,Yes,Desert,Art & Museums,10662.69,3139.79,3812.88,1252.88,2457.14,Travel Card,22,No,Yes,3,Neutral,Yes,14,No,No
TRP106240,05-11-2024,2024,11,Autumn,Saudi Arabia,Czech Republic,65+,Female,Business Group,4,Cultural,Cruise,20,5-Star Hotel,Travel Agent,Visa Free,No,Mountainous,Food & Cuisine,4510.14,1576.61,1784.32,1102.45,46.76,Travel Card,97,No,Yes,3,Neutral,Yes,7,Yes,No
TRP106241,04-08-2019,2019,8,Summer,France,Kenya,35-44,Male,Solo,6,Medical,Ferry,24,Camping,Mobile App,Visa Free,No,Arctic/Cold,Mountains/Trekking,2966.23,1209.59,611.11,378.18,767.35,Cash,200,No,Yes,5,Very Satisfied,Yes,6,No,Yes
TRP106242,03-07-2022,2022,7,Summer,Argentina,Vietnam,65+,Male,Business Group,8,Leisure,Train,25,Airbnb/Vacation Rental,Online Travel Agency,Visa on Arrival,Yes,Mountainous,Wellness/Spa,6396,1923.05,2413.78,939.72,1119.45,Cryptocurrency,147,No,No,3,Neutral,Yes,14,Yes,No
TRP106243,07-02-2022,2022,2,Winter,Sweden,Switzerland,35-44,Female,Business Group,7,Cultural,Ferry,12,5-Star Hotel,Direct Hotel,Visa Free,No,Mountainous,Wildlife/Safari,2082.36,424.92,544.97,329.4,783.07,Travel Card,231,Yes,No,3,Neutral,Yes,11,Yes,No
TRP106244,21-11-2019,2019,11,Autumn,France,Vietnam,35-44,Female,Family,12,Educational,Flight,15,Airbnb/Vacation Rental,Airline Website,Visa on Arrival,No,Mediterranean,Wellness/Spa,8539.2,2696.62,2234.43,2007.89,1600.26,Travel Card,309,No,Yes,5,Very Satisfied,Yes,1,Yes,Yes
TRP106245,28-02-2020,2020,2,Winter,Italy,Peru,65+,Female,Business Group,6,Leisure,Cruise,3,Resort,Online Travel Agency,Tourist Visa,No,Arctic/Cold,Theme Parks,1621.74,522.18,410.73,240.44,448.39,Debit Card,159,No,Yes,4,Satisfied,Yes,15,Yes,No
TRP106246,16-06-2023,2023,6,Summer,Thailand,Croatia,65+,Male,Solo,4,Educational,Cruise,24,Camping,Airline Website,Business Visa,Yes,Tropical,Mountains/Trekking,4061.31,1190.67,1504.96,648.29,717.39,Cash,202,No,No,4,Satisfied,Yes,5,Yes,No
TRP106247,10-10-2020,2020,10,Autumn,Spain,Switzerland,65+,Female,Senior Group,11,Educational,Road Trip,29,3-Star Hotel,Tour Operator,Visa on Arrival,Yes,Arctic/Cold,Cities/Urban,1984.64,821,515.77,287.22,360.65,Debit Card,104,No,No,3,Neutral,No,12,No,No
TRP106248,27-05-2022,2022,5,Spring,Italy,Portugal,25-34,Female,Solo,5,Religious,Road Trip,6,Airbnb/Vacation Rental,Direct Hotel,Visa on Arrival,No,Tropical,Theme Parks,2766.34,785.09,966.1,347.57,667.58,Cash,164,No,Yes,4,Satisfied,Yes,8,Yes,Yes
TRP106249,21-06-2022,2022,6,Summer,South Korea,Portugal,55-64,Female,Couple,12,Cultural,Train,28,4-Star Hotel,Tour Operator,Visa on Arrival,Yes,Tropical,Cities/Urban,14205.6,3008.19,4740.05,2640.48,3816.88,Credit Card,244,No,Yes,3,Neutral,No,3,Yes,Yes
TRP106250,11-06-2024,2024,6,Summer,Mexico,Thailand,65+,Female,Senior Group,3,Leisure,Train,6,Resort,Mobile App,Visa on Arrival,Yes,Desert,Cities/Urban,898.16,377.2,327,166.72,27.24,Credit Card,212,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP106251,23-03-2019,2019,3,Spring,Spain,Italy,18-24,Male,Couple,5,Cultural,Road Trip,20,Resort,Airline Website,Business Visa,No,Temperate,Cities/Urban,4491,1689.85,1055.65,1029.6,715.9,Cryptocurrency,215,No,No,2,Dissatisfied,No,4,Yes,No
TRP106252,18-11-2019,2019,11,Autumn,Germany,Croatia,45-54,Male,Couple,4,Eco-Tourism,Ferry,22,4-Star Hotel,Travel Agent,Visa Free,Yes,Desert,Theme Parks,13007.56,4553.29,2833.5,2800.14,2820.63,Debit Card,114,Yes,Yes,5,Very Satisfied,Yes,5,Yes,Yes
TRP106253,14-04-2020,2020,4,Spring,South Korea,Japan,18-24,Male,Business Group,4,Adventure,Cruise,13,Hostel,Mobile App,Business Visa,No,Tropical,Art & Museums,8410.63,3346.47,3134.73,1362.25,567.18,Credit Card,45,Yes,Yes,4,Satisfied,Yes,6,Yes,No
TRP106254,28-04-2020,2020,4,Spring,Germany,Iceland,25-34,Male,Family,7,Business,Ferry,19,Resort,Mobile App,Visa on Arrival,No,Arctic/Cold,Wellness/Spa,3228.48,1229.53,875.48,629.44,494.03,Credit Card,216,Yes,Yes,4,Satisfied,No,3,No,Yes
TRP106255,04-12-2020,2020,12,Winter,United Kingdom,Vietnam,35-44,Male,Friends Group,1,Cultural,Ferry,5,Resort,Tour Operator,Visa Free,Yes,Tropical,Wildlife/Safari,1651.2,724.06,543.38,234.94,148.82,Cryptocurrency,283,Yes,No,2,Dissatisfied,No,14,Yes,Yes
TRP106256,29-05-2024,2024,5,Spring,Thailand,France,35-44,Male,Couple,2,Educational,Road Trip,23,3-Star Hotel,Mobile App,E-Visa,No,Temperate,Wellness/Spa,12428.21,3627.37,3522.23,2226.53,3052.08,Debit Card,7,No,Yes,1,Very Dissatisfied,No,8,Yes,No
TRP106257,23-07-2020,2020,7,Summer,Thailand,Italy,45-54,Male,Solo,3,Medical,Road Trip,18,Hostel,Direct Hotel,Business Visa,Yes,Mediterranean,Historical Sites,5645.7,2453.97,1866.9,872.58,452.25,Cash,157,No,No,5,Very Satisfied,No,5,Yes,No
TRP106258,14-08-2024,2024,8,Summer,Norway,Maldives,25-34,Female,Friends Group,11,Religious,Cruise,11,Resort,Mobile App,Business Visa,No,Tropical,Historical Sites,8630.85,2992.77,1787.7,1533.9,2316.48,Credit Card,208,No,No,5,Very Satisfied,Yes,10,Yes,Yes
TRP106259,22-02-2019,2019,2,Winter,Germany,Australia,65+,Male,Business Group,4,Adventure,Ferry,21,Hostel,Online Travel Agency,Business Visa,Yes,Temperate,Food & Cuisine,9976.08,2051.67,2991.87,1184.16,3748.38,Debit Card,162,No,No,5,Very Satisfied,No,13,Yes,Yes
TRP106260,13-04-2021,2021,4,Spring,Sweden,Thailand,55-64,Male,Couple,6,Religious,Road Trip,7,5-Star Hotel,Mobile App,Business Visa,No,Tropical,Cities/Urban,1663.45,454.98,501.79,172.05,534.63,Bank Transfer,140,No,No,4,Satisfied,No,14,Yes,No
TRP106261,17-01-2019,2019,1,Winter,India,Italy,65+,Female,Couple,2,Eco-Tourism,Road Trip,26,Hostel,Mobile App,E-Visa,No,Desert,Art & Museums,11321.7,4170.71,2429.67,1579.71,3141.61,Cryptocurrency,145,No,No,5,Very Satisfied,Yes,15,Yes,Yes
TRP106262,29-03-2019,2019,3,Spring,UAE,Turkey,45-54,Female,Couple,2,Adventure,Road Trip,15,Hostel,Mobile App,Visa Free,No,Mountainous,Mountains/Trekking,1325.64,579.68,437.92,238.43,69.61,Bank Transfer,76,No,No,4,Satisfied,No,5,Yes,No
TRP106263,08-12-2019,2019,12,Winter,United Kingdom,Mexico,45-54,Male,Family,3,Cultural,Road Trip,12,Resort,Online Travel Agency,Visa on Arrival,Yes,Temperate,Art & Museums,10255.95,2803.37,3374.87,1095.51,2982.2,Cryptocurrency,100,Yes,Yes,3,Neutral,No,13,Yes,Yes
TRP106264,18-10-2022,2022,10,Autumn,Australia,Morocco,45-54,Male,Family,12,Cultural,Ferry,12,5-Star Hotel,Travel Agent,Tourist Visa,Yes,Arctic/Cold,Food & Cuisine,4637.69,1198.27,983.02,594.94,1861.46,Travel Card,30,No,Yes,5,Very Satisfied,Yes,12,Yes,No
TRP106265,20-05-2023,2023,5,Spring,South Africa,France,35-44,Male,Business Group,5,Leisure,Ferry,30,4-Star Hotel,Online Travel Agency,Business Visa,Yes,Desert,Art & Museums,11786.14,5290.55,2540.41,1272.66,2682.52,Cash,42,No,No,4,Satisfied,No,6,Yes,No
TRP106266,26-07-2022,2022,7,Summer,Australia,New Zealand,35-44,Female,Senior Group,11,Educational,Flight,19,3-Star Hotel,Mobile App,Tourist Visa,No,Arctic/Cold,Theme Parks,6441.38,1299.91,2102.76,755.86,2282.85,Bank Transfer,150,No,Yes,4,Satisfied,No,7,Yes,No
TRP106267,02-01-2023,2023,1,Winter,Brazil,Egypt,25-34,Female,Couple,11,Leisure,Train,28,Airbnb/Vacation Rental,Travel Agent,E-Visa,Yes,Arctic/Cold,Mountains/Trekking,7493.68,1870.52,2262.89,1323.96,2036.31,Credit Card,116,No,No,1,Very Dissatisfied,No,2,Yes,No
TRP106268,31-12-2020,2020,12,Winter,Spain,Mexico,45-54,Male,Friends Group,8,Leisure,Road Trip,24,Boutique Hotel,Travel Agent,Business Visa,No,Temperate,Mountains/Trekking,17967.91,4958.78,6614.52,3031.72,3362.89,Debit Card,189,Yes,No,3,Neutral,Yes,1,No,No
TRP106269,06-01-2023,2023,1,Winter,Germany,Singapore,25-34,Female,Couple,11,Medical,Road Trip,23,Airbnb/Vacation Rental,Tour Operator,Visa on Arrival,Yes,Arctic/Cold,Beaches,6028.14,1641.9,2195.45,1266.23,924.56,Credit Card,255,No,No,3,Neutral,Yes,15,Yes,No
TRP106270,05-01-2019,2019,1,Winter,Germany,Canada,65+,Male,Business Group,1,Medical,Train,19,Boutique Hotel,Tour Operator,Tourist Visa,Yes,Mountainous,Art & Museums,6616.61,1875.75,2112.6,1640.26,988,Debit Card,189,No,Yes,4,Satisfied,Yes,4,Yes,Yes
TRP106271,02-03-2023,2023,3,Spring,Brazil,Indonesia (Bali),55-64,Female,Solo,7,Eco-Tourism,Flight,25,Resort,Travel Agent,Visa Free,No,Temperate,Wildlife/Safari,6833.57,2186.73,1611.19,1563.3,1472.35,Travel Card,79,Yes,Yes,5,Very Satisfied,Yes,12,Yes,Yes
TRP106272,11-08-2022,2022,8,Summer,Germany,Kenya,65+,Male,Solo,6,Leisure,Flight,24,Resort,Online Travel Agency,Visa on Arrival,Yes,Mountainous,Theme Parks,5540.23,2194.9,1257.22,689.94,1398.17,Debit Card,15,Yes,No,5,Very Satisfied,Yes,1,Yes,Yes
TRP106273,29-10-2023,2023,10,Autumn,Brazil,New Zealand,65+,Female,Senior Group,11,Educational,Train,12,Boutique Hotel,Direct Hotel,Visa Free,No,Arctic/Cold,Art & Museums,3918.93,923.26,1445.43,738.49,811.75,Cryptocurrency,35,No,No,3,Neutral,Yes,2,Yes,No
TRP106274,29-12-2023,2023,12,Winter,Spain,France,18-24,Male,Couple,3,Adventure,Ferry,22,5-Star Hotel,Travel Agent,Tourist Visa,Yes,Mediterranean,Wildlife/Safari,6757.9,2234.82,2674.65,1087.6,760.83,Cash,53,No,No,4,Satisfied,Yes,7,Yes,Yes
TRP106275,03-07-2021,2021,7,Summer,South Korea,Maldives,18-24,Non-Binary,Business Group,11,Religious,Cruise,13,Boutique Hotel,Tour Operator,Visa on Arrival,No,Mediterranean,Beaches,6929.33,1846.08,2159.73,1083.01,1840.51,Travel Card,77,No,Yes,5,Very Satisfied,Yes,7,Yes,No
TRP106276,05-07-2024,2024,7,Summer,Italy,Australia,65+,Male,Couple,5,Leisure,Cruise,6,Resort,Online Travel Agency,Visa Free,Yes,Temperate,Theme Parks,5405.82,2272.15,2097.06,793.25,243.36,Travel Card,183,Yes,Yes,3,Neutral,No,1,Yes,No
TRP106277,27-02-2022,2022,2,Winter,Australia,Turkey,55-64,Male,Family,4,Adventure,Ferry,24,3-Star Hotel,Mobile App,Visa on Arrival,Yes,Mountainous,Wellness/Spa,2783.73,577.37,1001.8,635.54,569.02,Bank Transfer,170,No,Yes,1,Very Dissatisfied,No,12,Yes,No
TRP106278,22-04-2024,2024,4,Spring,United States,Thailand,45-54,Male,Senior Group,11,Adventure,Flight,10,5-Star Hotel,Direct Hotel,Business Visa,No,Desert,Historical Sites,1045,377.57,216.34,257.12,193.97,Cryptocurrency,4,No,Yes,2,Dissatisfied,Yes,12,Yes,Yes
TRP106279,10-12-2019,2019,12,Winter,United Kingdom,Indonesia (Bali),18-24,Male,Business Group,6,Religious,Road Trip,28,3-Star Hotel,Airline Website,Visa on Arrival,No,Temperate,Theme Parks,10393.2,2589.43,2513.65,2570.02,2720.1,Credit Card,212,No,Yes,5,Very Satisfied,Yes,2,No,No
TRP106280,11-05-2020,2020,5,Spring,Australia,Egypt,65+,Female,Family,11,Cultural,Flight,26,5-Star Hotel,Online Travel Agency,Business Visa,Yes,Tropical,Wildlife/Safari,3784.71,995.96,784.92,604.11,1399.72,Cash,237,No,No,5,Very Satisfied,No,3,Yes,Yes
TRP106281,02-06-2021,2021,6,Summer,South Africa,Australia,25-34,Male,Solo,1,Religious,Flight,10,Airbnb/Vacation Rental,Tour Operator,Tourist Visa,No,Arctic/Cold,Wellness/Spa,2625.44,640.61,794.13,490.48,700.22,Credit Card,125,No,Yes,3,Neutral,Yes,14,Yes,Yes
TRP106282,18-11-2019,2019,11,Autumn,South Africa,Turkey,18-24,Female,Couple,12,Adventure,Flight,23,Camping,Direct Hotel,Tourist Visa,Yes,Desert,Theme Parks,2679.47,942.52,543.26,628.55,565.14,Credit Card,198,No,No,4,Satisfied,Yes,14,Yes,No
TRP106283,09-03-2023,2023,3,Spring,United Kingdom,Kenya,45-54,Female,Business Group,8,Medical,Flight,11,5-Star Hotel,Tour Operator,Tourist Visa,No,Mountainous,Mountains/Trekking,2076.01,568.24,672.39,373.7,461.68,Cash,232,No,Yes,3,Neutral,No,6,Yes,Yes
TRP106284,17-04-2024,2024,4,Spring,India,Singapore,25-34,Female,Family,5,Leisure,Cruise,23,Hostel,Tour Operator,E-Visa,No,Tropical,Wildlife/Safari,6477.92,2179.71,2186.21,1262.47,849.53,Cryptocurrency,142,No,Yes,5,Very Satisfied,Yes,13,Yes,Yes
TRP106285,13-11-2020,2020,11,Autumn,Russia,New Zealand,55-64,Male,Friends Group,9,Cultural,Flight,20,5-Star Hotel,Online Travel Agency,Visa Free,Yes,Tropical,Art & Museums,9621.2,1988.06,2395.02,1102.7,4135.42,Travel Card,361,No,Yes,5,Very Satisfied,Yes,8,Yes,No
TRP106286,08-02-2019,2019,2,Winter,Japan,Peru,25-34,Non-Binary,Couple,2,Cultural,Cruise,2,5-Star Hotel,Mobile App,Visa Free,Yes,Mediterranean,Wildlife/Safari,336.51,147.31,100.64,67.73,20.83,Cryptocurrency,310,No,No,2,Dissatisfied,Yes,13,Yes,Yes
